id;site_title;original_file_name;extension;url;direction;package;content_short;year;year_basis;text_quality;proposed_name;duplicate_of;review_required;download_status;ocr_status;renamed_relative_path;direction_relative_path
87;Роз'яснення щодо верифікації даних медичних працівників з Державним реєстром фізичних осіб - платників податків (ДРФО), а саме верифікація реєстраційного номера облікової картки платника податків (далі - РНОКПП), прізвища, імені, по батькові (за наявності) та дати народження працівників;MkhGwmVj5PdyMrIEDA0RW4mlWDdxgSmZwl8GZr7k.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/MkhGwmVj5PdyMrIEDA0RW4mlWDdxgSmZwl8GZr7k.pdf;Верифікація-даних;Без-пакета;верифікації-даних-медичних-працівників-з-Д;2025;publication_year;needs_ocr;Верифікація-даних_Без-пакета_верифікації-даних-медичних-працівників-з-Д_2025_02.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Верифікація-даних_Без-пакета_верифікації-даних-медичних-працівників-з-Д_2025_02.pdf;03_За_напрямами/Верифікація-даних/Верифікація-даних_Без-пакета_верифікації-даних-медичних-працівників-з-Д_2025_02.pdf
88;Роз'яснення щодо принципу оплати послуг за пакетом медичних послуг «Зубопротезування окремих категорій осіб, які захищали незалежність, суверенітет та територіальну цілісність України (група послуг №2)»;GdILHSiS1gi9k0vCLWTku1VRzeT9efkp128R9lPR.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/GdILHSiS1gi9k0vCLWTku1VRzeT9efkp128R9lPR.pdf;Стоматологія;Стоматологічна-допомога;принципу-оплати-послуг-за-пакетом;2025;publication_year;text_ok;Стоматологія_Стоматологічна-допомога_принципу-оплати-послуг-за-пакетом_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Стоматологія_Стоматологічна-допомога_принципу-оплати-послуг-за-пакетом_2025.pdf;03_За_напрямами/Стоматологія/Стоматологія_Стоматологічна-допомога_принципу-оплати-послуг-за-пакетом_2025.pdf
89;Роз'яснення щодо верифікації записів про пацієнтів в Реєстрі пацієнтів ЦБД ЕСОЗ з Державним реєстром фізичних осіб - платників податків;mWfTu67Nqf7Oa0JNFYtoL7IgOfQaSHtMYpwJiZtf.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/mWfTu67Nqf7Oa0JNFYtoL7IgOfQaSHtMYpwJiZtf.pdf;Верифікація-даних;Без-пакета;верифікації-записів-про-пацієнтів-в-Реєстр;2025;publication_year;text_ok;Верифікація-даних_Без-пакета_верифікації-записів-про-пацієнтів-в-Реєстр_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Верифікація-даних_Без-пакета_верифікації-записів-про-пацієнтів-в-Реєстр_2025.pdf;03_За_напрямами/Верифікація-даних/Верифікація-даних_Без-пакета_верифікації-записів-про-пацієнтів-в-Реєстр_2025.pdf
90;Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги;kZqjPWuqNaBVydZt8ligurEEJ3B0AI8h5M53WL23.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/kZqjPWuqNaBVydZt8ligurEEJ3B0AI8h5M53WL23.pdf;Трансплантація;Трансплантація;інструменту-для-прийому-звітів-про-надані;2025;publication_year;needs_ocr;Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025.pdf;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025.pdf
91;Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації органів, інформація з яких буде верифікована із даними електронної системи охорони здоров'я;i3JIYwn4D0yQvX1TTxYmmk0nTkTaDr28pEMV0eW1.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/i3JIYwn4D0yQvX1TTxYmmk0nTkTaDr28pEMV0eW1.pdf;Трансплантація;Трансплантація;інструменту-для-прийому-звітів-про-надані;2025;publication_year;needs_ocr;Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_02.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_02.pdf;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_02.pdf
92;Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації гемопоетичних стовбурових клітин, інформація з яких буде верифікована із даними електронної системи охорони здоров'я — Додаток 1 Інструкція зі звітування щодо трансплантації гемопоетичних стовбурових клітин;wq8Nf8PgJHEuNpVXg66hXyZ7NfV6JL5ZlwwFa6za.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/wq8Nf8PgJHEuNpVXg66hXyZ7NfV6JL5ZlwwFa6za.docx;Трансплантація;Трансплантація;Додаток-1_Інструкція-зі-звітування-щодо;2025;publication_year;text_ok;Трансплантація_Трансплантація_Додаток-1_Інструкція-зі-звітування-щодо_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Трансплантація_Трансплантація_Додаток-1_Інструкція-зі-звітування-щодо_2025.docx;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_Додаток-1_Інструкція-зі-звітування-щодо_2025.docx
93;Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації гемопоетичних стовбурових клітин, інформація з яких буде верифікована із даними електронної системи охорони здоров'я;RsJ9M7GHWLPhC4lEKyezRiB8XyXvuFQRSb8ieDaI.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/RsJ9M7GHWLPhC4lEKyezRiB8XyXvuFQRSb8ieDaI.pdf;Трансплантація;Трансплантація;інструменту-для-прийому-звітів-про-надані;2025;publication_year;needs_ocr;Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_03.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_03.pdf;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_інструменту-для-прийому-звітів-про-надані_2025_03.pdf
94;Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 3 Пояснення до деяких кодів лабораторних обстежень;vs3vQQXkqyvrYISpMWd34tK21agVyqvp38dzNMEO.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/vs3vQQXkqyvrYISpMWd34tK21agVyqvp38dzNMEO.docx;Амбулаторна-допомога;Амбулаторна-допомога;Додаток-3_Пояснення-до-деяки;2025;publication_year;text_ok;Амбулаторна-допомога_Амбулаторна-допомога_Додаток-3_Пояснення-до-деяки_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-3_Пояснення-до-деяки_2025.docx;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-3_Пояснення-до-деяки_2025.docx
95;Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 1 Перелік кодів діагнозів для обліку імунізації;V4E4rIPGzkQieJK50vobZXtdcocQFL7V9qAfPLud.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/V4E4rIPGzkQieJK50vobZXtdcocQFL7V9qAfPLud.docx;Амбулаторна-допомога;Амбулаторна-допомога;Додаток-1_Перелік-кодів-діаг;2025;publication_year;text_ok;Амбулаторна-допомога_Амбулаторна-допомога_Додаток-1_Перелік-кодів-діаг_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-1_Перелік-кодів-діаг_2025.docx;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-1_Перелік-кодів-діаг_2025.docx
96;Роз'яснення щодо внесених відповідних змін до специфікацій та умов закупівлі медичних послуг за пакетом «Медичний огляд осіб, який організовується територіальними центрами комплектування та соціальної підтримки»;7V1onotHdhgerfOwbMHrQkOl5p0pklj71ilpreUc.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/7V1onotHdhgerfOwbMHrQkOl5p0pklj71ilpreUc.pdf;Медичні-огляди;Медогляд-ТЦК;внесених-відповідних-змін-до-специфікацій-т;2025;publication_year;needs_ocr;Медичні-огляди_Медогляд-ТЦК_внесених-відповідних-змін-до-специфікацій-т_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Медичні-огляди_Медогляд-ТЦК_внесених-відповідних-змін-до-специфікацій-т_2025.pdf;03_За_напрямами/Медичні-огляди/Медичні-огляди_Медогляд-ТЦК_внесених-відповідних-змін-до-специфікацій-т_2025.pdf
97;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 5 Стани, клінічні показники та функціональні розлади у пацієнтів дитячого віку, які потребують паліативної допомоги;4NUn6PDA80dRVNXxeuJsXlMeSxmf3VnSRvzfsMS5.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/4NUn6PDA80dRVNXxeuJsXlMeSxmf3VnSRvzfsMS5.docx;Паліативна-допомога;Паліативна-допомога;Додаток-5_Стани-клінічні-показ;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додаток-5_Стани-клінічні-показ_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додаток-5_Стани-клінічні-показ_2025_02.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додаток-5_Стани-клінічні-показ_2025_02.docx
98;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 4. Захворювання та їх особливості у дітей, що потребують паліативної допомоги;xBuUdoDdUReIe7GkNMf9GRMww6DfMtW8dCnRnQg4.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/xBuUdoDdUReIe7GkNMf9GRMww6DfMtW8dCnRnQg4.docx;Паліативна-допомога;Паліативна-допомога;Додаток-4_Захворювання-та-їх-о;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додаток-4_Захворювання-та-їх-о_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додаток-4_Захворювання-та-їх-о_2025_02.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додаток-4_Захворювання-та-їх-о_2025_02.docx
99;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 3 Стани, клінічні показники та функціональні розлади у пацієнтів дорослого віку, які потребують паліативної допомоги;87rlAiG9eL1H8w7Y4Kw48NnihAzemsOAJYKSl6Me.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/87rlAiG9eL1H8w7Y4Kw48NnihAzemsOAJYKSl6Me.docx;Паліативна-допомога;Паліативна-допомога;Додаток-3_Стани-клінічні-показ;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додаток-3_Стани-клінічні-показ_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додаток-3_Стани-клінічні-показ_2025_02.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додаток-3_Стани-клінічні-показ_2025_02.docx
100;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 2. Захворювання та їх особливості дорослих пацієнтів, що потребують паліативної допомоги;7tOmegftOZSd5bN07zlIsNsKPcinSiuk4IFNwsAO.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/7tOmegftOZSd5bN07zlIsNsKPcinSiuk4IFNwsAO.docx;Паліативна-допомога;Паліативна-допомога;Додаток-2_Захворювання-та-їх-о;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додаток-2_Захворювання-та-їх-о_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додаток-2_Захворювання-та-їх-о_2025_02.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додаток-2_Захворювання-та-їх-о_2025_02.docx
101;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 1;JURxrBQcFSGbV7M4OslBmKsto9EmXzGk7zZskoGw.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/JURxrBQcFSGbV7M4OslBmKsto9EmXzGk7zZskoGw.docx;Паліативна-допомога;Паліативна-допомога;Додаток-1;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додаток-1_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додаток-1_2025_02.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додаток-1_2025_02.docx
102;Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога»;VtbqMEtrKVUdM9Ahio8KM8YHGKAEaqqT3X9GU6js.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/VtbqMEtrKVUdM9Ahio8KM8YHGKAEaqqT3X9GU6js.pdf;Паліативна-допомога;Паліативна-допомога;Облік-послуг;2025;publication_year;needs_ocr;Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025.pdf;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025.pdf
103;Роз'яснення щодо принципу оплати послуг, а також щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетами медичних послуг «Реабілітаційна допомога дорослим і дітям у амбулаторних умовах» та «Реабілітаційна допомога дорослим і дітям у стаціонарних умовах» — Додаток 1. Правила кодування діагнозів що відносяться до послуг;pFPvVYYsJBg6F6967ejZ2US8dG6ZtSyptaDkmrwa.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/pFPvVYYsJBg6F6967ejZ2US8dG6ZtSyptaDkmrwa.docx;Реабілітація;Реабілітація;Додаток-1_Правила-кодування-діагнозів-що-від;2025;publication_year;text_ok;Реабілітація_Реабілітація_Додаток-1_Правила-кодування-діагнозів-що-від_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Реабілітація_Реабілітація_Додаток-1_Правила-кодування-діагнозів-що-від_2025.docx;03_За_напрямами/Реабілітація/Реабілітація_Реабілітація_Додаток-1_Правила-кодування-діагнозів-що-від_2025.docx
104;Роз'яснення щодо граничної вартості медичних послуг із зубопротезування, які можуть бути надані одному пацієнту за рахунок коштів державного бюджету з метою належного надання зазначених послуг, отримання оплати за надану допомогу із зубопротезування відповідно до умов укладених з НСЗУ договорів та ефективної реалізації пілотного проекту.;ZPtB9EQSGDMYpqtuDWUGj4OL9mi92zEORdQsw8rN.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/ZPtB9EQSGDMYpqtuDWUGj4OL9mi92zEORdQsw8rN.pdf;Стоматологія;Стоматологічна-допомога;граничної-вартості-медичних-послуг;2025;publication_year;needs_ocr;Стоматологія_Стоматологічна-допомога_граничної-вартості-медичних-послуг_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Стоматологія_Стоматологічна-допомога_граничної-вартості-медичних-послуг_2025.pdf;03_За_напрямами/Стоматологія/Стоматологія_Стоматологічна-допомога_граничної-вартості-медичних-послуг_2025.pdf
105;Роз'яснення щодо зміни принципу оплати послуг за пакетом медичних послуг «Діагностика та лікування дорослих і дітей, хворих на туберкульоз, у стаціонарних та амбулаторних умовах» з врахуванням тривалості лікування та повторних випадків (рецидивів), які почнуть діяти з 01.05.2024;mRDtO8fyrSkK2tZ4Uj3SR5J2TZ4msfEz6bXTi9zA.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/mRDtO8fyrSkK2tZ4Uj3SR5J2TZ4msfEz6bXTi9zA.pdf;Первинна-допомога;Туберкульоз-ПМД;зміни-принципу-оплати-послуг-за-пакет;2025;publication_year;needs_ocr;Первинна-допомога_Туберкульоз-ПМД_зміни-принципу-оплати-послуг-за-пакет_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_Туберкульоз-ПМД_зміни-принципу-оплати-послуг-за-пакет_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_Туберкульоз-ПМД_зміни-принципу-оплати-послуг-за-пакет_2025.pdf
106;Роз’яснення щодо принципу оплати послуг та правил ведення електронних медичних записів (далі – ЕМЗ) в електронній системі охорони здоров’я (далі – ЕСОЗ) за пакетом медичних послуг «Лікування безпліддя за допомогою допоміжних репродуктивних технологій (запліднення іn vitro)», а також щодо підстав надання послуг та оплати повного й часткового циклів допоміжних репродуктивних технологій.;OIxUxehwOESpkdYt8MZJ6YA1CwjeLgVlL19V7JBJ.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/OIxUxehwOESpkdYt8MZJ6YA1CwjeLgVlL19V7JBJ.pdf;Репродуктивні-технології;Лікування-безпліддя-ДРТ;Ведення-ЕМЗ;2025;publication_year;needs_ocr;Репродуктивні-технології_Лікування-безпліддя-ДРТ_Ведення-ЕМЗ_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Репродуктивні-технології_Лікування-безпліддя-ДРТ_Ведення-ЕМЗ_2025.pdf;03_За_напрямами/Репродуктивні-технології/Репродуктивні-технології_Лікування-безпліддя-ДРТ_Ведення-ЕМЗ_2025.pdf
107;Роз'яснення щодо принципу оплати послуг за пакетом медичних послуг «Зубопротезування окремих категорій осіб, які захищали незалежність, суверенітет та територіальну цілісність України» а також щодо правил ведення електронних медичних записів (далі – ЕМЗ) в електронній системі охорони здоров’я (далі – ЕСОЗ);HqDxlZ0K6nwRBEHOA4KzM8QRnbnmY5me1wrWvZUN.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/HqDxlZ0K6nwRBEHOA4KzM8QRnbnmY5me1wrWvZUN.pdf;Стоматологія;Стоматологічна-допомога;Ведення-ЕМЗ;2025;publication_year;text_ok;Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025_02.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025_02.pdf;03_За_напрямами/Стоматологія/Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025_02.pdf
108;Роз'яснення щодо інформування про зміни в обліку і оплаті послуг які внесені в ЕСОЗ з 01.04.2024;nttMQdZuVFZfpyfV5wf0u6RnPrtf3jzyntR9cb7n.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/nttMQdZuVFZfpyfV5wf0u6RnPrtf3jzyntR9cb7n.pdf;Амбулаторна-допомога;Амбулаторна-допомога;Облік-послуг;2025;publication_year;needs_ocr;Амбулаторна-допомога_Амбулаторна-допомога_Облік-послуг_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_Облік-послуг_2025.pdf;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_Облік-послуг_2025.pdf
109;Роз'яснення щодо реорганізації закладів охорони здоров'я;CVgwED1fMcVVv1KZ9tkcY1JHLVV5gcwuKzGKy0lg.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/CVgwED1fMcVVv1KZ9tkcY1JHLVV5gcwuKzGKy0lg.pdf;Первинна-допомога;ПМД;реорганізації-закладів-охорони-здоров'я;2025;publication_year;needs_ocr;Первинна-допомога_ПМД_реорганізації-закладів-охорони-здоров'я_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_реорганізації-закладів-охорони-здоров'я_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_реорганізації-закладів-охорони-здоров'я_2025.pdf
110;Роз'яснення щодо звітування про проведене виправлення та верифікацію електронних медичних записів, та щодо послуг, оплачених за рахунок коштів інших джерел;ts9kEhR0tAVFBPBkvSyNvu6ddjgW5RW47abIlKx6.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/ts9kEhR0tAVFBPBkvSyNvu6ddjgW5RW47abIlKx6.pdf;Верифікація-даних;Без-пакета;Оплата-з-інших-джерел;2025;publication_year;text_ok;Верифікація-даних_Без-пакета_Оплата-з-інших-джерел_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Верифікація-даних_Без-пакета_Оплата-з-інших-джерел_2025.pdf;03_За_напрямами/Верифікація-даних/Верифікація-даних_Без-пакета_Оплата-з-інших-джерел_2025.pdf
111;Роз'яснення(уточнююче) по інформації щодо ведення електронних медичних записів за пакетом «Медична допомога новонародженим у складних неонатальних випадках»;lktd4jmEbI8enbVeeNM9SxkvDuNpTs7tQG9RAvnj.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/lktd4jmEbI8enbVeeNM9SxkvDuNpTs7tQG9RAvnj.pdf;Материнство-та-дитинство;Допомога-новонародженим;Ведення-ЕМЗ;2025;publication_year;text_ok;Материнство-та-дитинство_Допомога-новонародженим_Ведення-ЕМЗ_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Материнство-та-дитинство_Допомога-новонародженим_Ведення-ЕМЗ_2025.pdf;03_За_напрямами/Материнство-та-дитинство/Материнство-та-дитинство_Допомога-новонародженим_Ведення-ЕМЗ_2025.pdf
112;Роз'яснення щодо методології розрахунку індикатору виконання умов договору в частині рівня охоплення оглядами осіб вікових груп 40- -64 роки та 65 років і старше з гіпертонічною хворобою, іншими серцево-судинними захворюваннями, осіб з цукровим діабетом за пакетом медичних послуг «Первинна медична допомога»;AxcFoZXnVw1ra39tEPTrl3DZD35qvfutSYXoDngw.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/AxcFoZXnVw1ra39tEPTrl3DZD35qvfutSYXoDngw.pdf;Первинна-допомога;ПМД;методології-розрахунку-індикатору-виконання-умов;2025;publication_year;needs_ocr;Первинна-допомога_ПМД_методології-розрахунку-індикатору-виконання-умов_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_методології-розрахунку-індикатору-виконання-умов_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_методології-розрахунку-індикатору-виконання-умов_2025.pdf
113;Роз'яснення за пакетом медичних послуг «Реабілітаційна допомога дорослим і дітям стаціонарних умовах» щодо переліку діагнозів, що мають відноситись до низької складності (СР4);CZx79H02BD93Div62mN2ixg2rNKa1NuiMVPcw7Q2.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/CZx79H02BD93Div62mN2ixg2rNKa1NuiMVPcw7Q2.pdf;Реабілітація;Реабілітація;за-пакетом-медичних-послуг-Реабілітаційна-доп;2025;publication_year;needs_ocr;Реабілітація_Реабілітація_за-пакетом-медичних-послуг-Реабілітаційна-доп_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Реабілітація_Реабілітація_за-пакетом-медичних-послуг-Реабілітаційна-доп_2025.pdf;03_За_напрямами/Реабілітація/Реабілітація_Реабілітація_за-пакетом-медичних-послуг-Реабілітаційна-доп_2025.pdf
114;Роз'яснення щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом медичних послуг «Медичний огляд осіб, який організовується територіальними центрами комплектування та соціальної підтримки»;IucaXFyfztiua7gqdk44brxHvjHFURAi02f84Eal.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/IucaXFyfztiua7gqdk44brxHvjHFURAi02f84Eal.pdf;Медичні-огляди;Медогляд-ТЦК;Ведення-ЕМЗ;2025;publication_year;needs_ocr;Медичні-огляди_Медогляд-ТЦК_Ведення-ЕМЗ_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Медичні-огляди_Медогляд-ТЦК_Ведення-ЕМЗ_2025.pdf;03_За_напрямами/Медичні-огляди/Медичні-огляди_Медогляд-ТЦК_Ведення-ЕМЗ_2025.pdf
115;Роз'яснення про зміну процедури подання звітів про обсяг медичних послуг з надання первинної медичної допомоги (далі - звіти);RvI6JifOCDPM1U2fNi8VmXcaFLA1NfJfYCfJupcn.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/RvI6JifOCDPM1U2fNi8VmXcaFLA1NfJfYCfJupcn.pdf;Первинна-допомога;ПМД;про-зміну-процедури-подання-звітів-про;2025;publication_year;needs_ocr;Первинна-допомога_ПМД_про-зміну-процедури-подання-звітів-про_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_про-зміну-процедури-подання-звітів-про_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_про-зміну-процедури-подання-звітів-про_2025.pdf
116;Роз'яснення щодо принципу оплати та обліку послуг за напрямом «Паліативна медична допомога».;WxHndQIwNB0pnXegTZfeF0MM72sqQv0O9WpvdAu0.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/WxHndQIwNB0pnXegTZfeF0MM72sqQv0O9WpvdAu0.pdf;Паліативна-допомога;Паліативна-допомога;Облік-послуг;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025_02.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025_02.pdf;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Облік-послуг_2025_02.pdf
117;Роз’яснення щодо принципу оплати послуг за пакетом медичних послуг «Лікування дорослих та дітей методом трансплантації гемопоетичних стовбурових клітин» — Додаток до роз'яснення;m32moCBdLyDJJHlFFROAgzmvYUuFIgyfLBIaInGm.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/m32moCBdLyDJJHlFFROAgzmvYUuFIgyfLBIaInGm.docx;Трансплантація;Трансплантація;Додаток_до-роз'яснення;2025;publication_year;text_ok;Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025.docx;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025.docx
118;Роз’яснення щодо принципу оплати послуг за пакетом медичних послуг «Лікування дорослих та дітей методом трансплантації органів» — Додаток до роз'яснення;bernaDuP2EN0kScpaxk8SMlN1LU6JKmQwZnOwOTp.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/bernaDuP2EN0kScpaxk8SMlN1LU6JKmQwZnOwOTp.docx;Трансплантація;Трансплантація;Додаток_до-роз'яснення;2025;publication_year;text_ok;Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025_02.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025_02.docx;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_Додаток_до-роз'яснення_2025_02.docx
